Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
19,No,Travel_Rarely,1323,Research & Development,5,3,Other,1,1166,1,Male,34,2,3,Sales Executive,2,Single,9022,4280,7,Y,No,24,4,4,80,1,4,3,4,4,4,4,2
18,No,Travel_Rarely,1280,Research & Development,26,3,Life Sciences,1,1167,4,Male,40,4,2,Research Scientist,1,Single,5832,9796,9,Y,Yes,16,4,2,80,0,2,4,3,2,2,0,2
22,No,Travel_Rarely,586,Research & Development,4,4,Life Sciences,1,1168,2,Female,58,2,1,Manager,1,Divorced,4269,6567,9,Y,No,16,3,4,80,0,4,5,2,4,3,4,3
37,No,Travel_Rarely,959,Research & Development,2,2,Medical,1,1169,3,Male,99,4,2,Research Scientist,3,Single,8852,11300,9,Y,No,17,3,3,80,0,16,5,4,12,5,2,6
28,Yes,Non-Travel,1257,Sales,7,3,Life Sciences,1,1170,3,Male,77,3,1,Manufacturing Director,1,Single,5322,26956,2,Y,No,21,4,1,80,0,13,2,3,8,4,3,3
59,No,Travel_Rarely,247,Sales,10,4,Other,1,1171,2,Male,44,4,1,Laboratory Technician,1,Married,9267,3255,1,Y,No,23,3,2,80,2,38,5,2,9,2,5,2
19,Yes,Travel_Rarely,1459,Human Resources,16,3,Medical,1,1172,2,Female,63,3,2,Manager,2,Divorced,7533,8462,6,Y,No,20,4,1,80,2,1,1,3,1,1,1,1
20,No,Travel_Frequently,1194,Research & Development,10,4,Medical,1,1173,4,Female,89,4,4,Research Director,2,Single,11823,12432,1,Y,No,21,3,1,80,3,3,2,3,3,3,0,2
40,No,Travel_Rarely,1356,Research & Development,18,5,Medical,1,1174,4,Male,91,2,3,Manager,1,Married,11301,20042,7,Y,No,14,3,3,80,1,25,3,3,9,3,1,6
29,No,Travel_Rarely,1457,Sales,17,2,Medical,1,1175,2,Male,31,3,1,Research Scientist,3,Married,4718,21032,3,Y,Yes,23,3,3,80,1,8,6,3,7,6,1,4
37,No,Travel_Rarely,910,Sales,21,2,Life Sciences,1,1176,2,Male,48,2,2,Healthcare Representative,2,Married,7117,16942,6,Y,No,23,4,4,80,3,17,3,3,7,7,3,6
22,No,Travel_Rarely,765,Research & Development,28,5,Medical,1,1177,2,Male,78,3,1,Manager,4,Married,5364,14150,1,Y,No,18,4,3,80,3,6,5,3,5,2,2,2
54,No,Travel_Rarely,189,Research & Development,13,5,Medical,1,1178,2,Male,57,3,2,Human Resources,3,Divorced,10187,5371,3,Y,No,14,3,4,80,2,33,0,3,4,4,0,4
55,No,Travel_Rarely,1457,Research & Development,1,1,Medical,1,1179,3,Female,77,3,1,Manager,2,Single,6767,21813,4,Y,No,17,3,3,80,2,35,3,3,8,5,5,2
47,No,Travel_Frequently,298,Sales,1,1,Marketing,1,1180,4,Male,66,3,3,Healthcare Representative,2,Single,11539,23244,9,Y,Yes,11,3,3,80,1,28,3,4,3,3,1,2
26,No,Travel_Frequently,1284,Research & Development,15,2,Life Sciences,1,1181,2,Male,78,2,1,Sales Executive,4,Divorced,5632,9620,1,Y,No,22,3,2,80,0,11,3,3,9,1,2,6
51,No,Travel_Rarely,637,Sales,1,5,Life Sciences,1,1182,2,Female,77,3,1,Healthcare Representative,1,Married,7317,4932,8,Y,No,19,3,3,80,0,30,1,3,8,2,1,0
52,No,Travel_Rarely,1244,Sales,6,2,Life Sciences,1,1183,3,Male,58,3,2,Healthcare Representative,2,Married,8049,23470,7,Y,No,20,4,2,80,1,36,4,2,4,4,4,4
39,No,Travel_Frequently,400,Research & Development,25,3,Life Sciences,1,1184,1,Male,89,2,1,Manager,4,Married,5874,11778,6,Y,No,19,3,3,80,1,18,4,3,10,8,4,5
41,No,Travel_Rarely,823,Sales,26,4,Technical Degree,1,1185,2,Male,58,4,3,Sales Representative,4,Married,10705,25033,6,Y,No,17,3,2,80,2,25,5,4,9,7,5,6
34,No,Travel_Frequently,1062,Sales,13,1,Marketing,1,1186,3,Male,87,4,4,Manufacturing Director,2,Married,13670,12304,4,Y,Yes,18,3,1,80,2,15,3,1,7,5,3,4
27,Yes,Travel_Frequently,167,Research & Development,27,3,Life Sciences,1,1187,3,Female,77,4,1,Sales Representative,3,Divorced,5544,10119,1,Y,No,12,3,4,80,1,11,4,2,5,2,0,5
47,No,Travel_Frequently,558,Research & Development,28,2,Medical,1,1188,1,Male,52,4,2,Healthcare Representative,2,Married,9874,16557,1,Y,No,20,3,3,80,0,27,5,3,3,3,2,2
40,No,Travel_Rarely,497,Research & Development,1,4,Medical,1,1189,4,Male,56,2,5,Manager,4,Single,14865,16407,7,Y,No,24,4,2,80,0,23,3,3,5,5,0,4
49,Yes,Travel_Rarely,719,Research & Development,5,2,Life Sciences,1,1190,4,Female,36,4,3,Manufacturing Director,2,Married,10852,6983,6,Y,Yes,24,3,3,80,0,34,4,3,7,6,3,5
34,No,Travel_Rarely,1409,Sales,9,4,Life Sciences,1,1191,4,Female,78,3,5,Research Director,3,Married,16171,4521,1,Y,Yes,22,3,2,80,0,18,4,2,4,4,3,2
34,No,Travel_Frequently,1263,Sales,25,3,Other,1,1192,2,Male,83,2,1,Human Resources,1,Married,4806,21086,4,Y,No,20,4,2,80,1,19,5,2,11,6,1,6
31,No,Travel_Rarely,829,Human Resources,17,2,Medical,1,1193,4,Male,97,3,1,Research Scientist,1,Married,3822,18402,3,Y,No,17,4,3,80,0,15,6,3,4,3,3,1
26,No,Travel_Frequently,655,Research & Development,16,1,Other,1,1194,2,Female,71,2,1,Manufacturing Director,2,Single,5066,20953,1,Y,No,11,3,4,80,0,11,2,3,3,3,3,2
57,No,Travel_Rarely,880,Research & Development,8,3,Life Sciences,1,1195,2,Male,88,3,1,Research Director,2,Married,6682,18343,3,Y,Yes,13,3,2,80,0,37,5,3,9,6,3,3
19,Yes,Travel_Rarely,993,Sales,17,2,Medical,1,1196,3,Female,73,2,3,Research Director,4,Married,10511,2783,1,Y,No,16,3,1,80,2,4,1,3,4,4,1,4
42,No,Travel_Rarely,709,Research & Development,15,4,Life Sciences,1,1197,4,Female,55,3,1,Human Resources,3,Divorced,6156,11898,0,Y,Yes,15,3,3,80,0,24,2,3,5,4,2,5
56,No,Travel_Rarely,847,Sales,24,4,Life Sciences,1,1198,4,Female,52,3,2,Laboratory Technician,4,Married,9668,18798,3,Y,No,15,3,1,80,2,38,2,2,4,4,3,4
26,No,Travel_Rarely,381,Research & Development,1,3,Medical,1,1199,4,Male,37,3,1,Sales Executive,4,Single,4344,10555,4,Y,No,19,3,2,80,0,8,4,3,6,3,2,4
39,No,Travel_Rarely,760,Research & Development,12,3,Life Sciences,1,1200,2,Male,82,2,3,Human Resources,1,Married,11952,12767,0,Y,No,16,3,2,80,0,23,0,2,6,1,3,6
21,No,Non-Travel,1023,Human Resources,5,3,Life Sciences,1,1201,2,Female,43,3,1,Sales Executive,4,Divorced,4526,3103,2,Y,Yes,13,4,3,80,1,2,0,2,2,2,2,2
43,No,Travel_Rarely,1095,Research & Development,24,4,Life Sciences,1,1202,4,Male,36,3,1,Laboratory Technician,4,Married,5673,23275,1,Y,No,12,3,4,80,3,23,6,3,8,6,2,4
46,No,Travel_Rarely,845,Research & Development,6,3,Life Sciences,1,1203,2,Male,38,3,2,Laboratory Technician,1,Married,8104,7309,0,Y,Yes,24,4,1,80,1,30,1,2,11,7,3,3
51,No,Travel_Rarely,186,Human Resources,25,2,Medical,1,1204,2,Male,32,4,1,Human Resources,1,Married,6581,3171,1,Y,Yes,19,4,4,80,1,36,3,3,14,3,1,2
40,No,Travel_Frequently,1202,Research & Development,1,2,Medical,1,1205,1,Male,46,3,2,Sales Executive,3,Single,7477,10634,1,Y,No,20,3,1,80,2,19,4,3,6,6,4,4
54,No,Travel_Frequently,1328,Sales,25,3,Life Sciences,1,1206,1,Female,73,4,2,Sales Representative,3,Divorced,10203,8408,1,Y,No,24,3,4,80,2,38,1,3,7,2,2,5
28,No,Travel_Rarely,890,Research & Development,1,3,Life Sciences,1,1207,4,Male,75,2,3,Research Scientist,3,Single,8353,14135,7,Y,No,14,3,3,80,0,10,2,3,8,4,3,3
23,No,Travel_Frequently,1460,Sales,10,3,Life Sciences,1,1208,4,Female,87,3,2,Sales Representative,2,Married,6788,23129,2,Y,No,21,3,1,80,1,3,4,4,3,3,2,3
35,Yes,Travel_Frequently,1377,Research & Development,10,1,Medical,1,1209,1,Male,57,2,2,Sales Executive,1,Single,8348,22945,1,Y,No,15,3,3,80,3,14,2,3,3,3,3,3
38,Yes,Travel_Rarely,403,Research & Development,3,4,Life Sciences,1,1210,2,Male,43,3,5,Research Director,2,Single,15873,26556,1,Y,No,19,3,4,80,1,18,1,3,7,4,3,6
59,Yes,Travel_Rarely,229,Research & Development,17,2,Marketing,1,1211,2,Male,38,2,5,Research Scientist,2,Married,16706,15710,1,Y,No,15,4,4,80,2,40,0,4,10,4,3,5
53,No,Travel_Rarely,695,Research & Development,19,2,Life Sciences,1,1212,3,Female,55,3,2,Laboratory Technician,3,Married,9828,8636,6,Y,No,17,3,4,80,1,35,1,3,4,2,4,2
58,No,Travel_Rarely,1399,Sales,28,3,Life Sciences,1,1213,4,Female,31,3,2,Research Director,1,Married,8991,4589,2,Y,No,12,4,3,80,0,40,5,3,6,1,1,6
55,No,Travel_Frequently,657,Research & Development,11,2,Technical Degree,1,1214,4,Male,63,2,2,Laboratory Technician,2,Married,9442,12031,1,Y,Yes,12,3,2,80,1,39,4,3,7,6,2,2
51,No,Travel_Rarely,998,Research & Development,29,3,Medical,1,1215,4,Female,48,3,2,Sales Executive,4,Married,9661,11695,2,Y,Yes,14,3,2,80,1,36,4,3,4,1,1,4
34,No,Non-Travel,1306,Research & Development,18,3,Life Sciences,1,1216,3,Male,68,4,5,Human Resources,4,Married,15650,17527,4,Y,No,18,3,1,80,2,16,6,3,5,2,1,4
54,No,Travel_Rarely,1391,Research & Development,2,3,Marketing,1,1217,3,Female,42,2,2,Research Director,1,Married,8839,7722,0,Y,Yes,12,3,3,80,3,36,3,2,9,6,2,7
42,No,Travel_Rarely,1445,Human Resources,9,3,Medical,1,1218,2,Female,34,3,1,Manufacturing Director,2,Married,6877,15402,4,Y,No,20,3,3,80,2,23,0,4,7,4,2,6
55,No,Travel_Rarely,177,Research & Development,24,2,Technical Degree,1,1219,1,Female,79,3,1,Research Director,3,Married,7029,19106,2,Y,No,17,3,3,80,3,34,4,3,5,1,1,3
29,No,Travel_Rarely,883,Sales,17,2,Medical,1,1220,1,Female,52,3,1,Healthcare Representative,2,Married,5474,2841,0,Y,No,23,3,4,80,0,11,0,4,5,4,1,2
40,No,Travel_Frequently,1462,Sales,28,4,Medical,1,1221,1,Male,58,4,1,Laboratory Technician,4,Divorced,6983,20731,5,Y,No,23,3,3,80,2,19,4,1,7,5,3,4
59,Yes,Travel_Frequently,773,Research & Development,14,3,Other,1,1222,2,Male,55,4,1,Sales Executive,4,Single,8174,2645,6,Y,Yes,11,3,2,80,0,38,0,4,6,6,3,4
39,No,Travel_Rarely,337,Research & Development,4,3,Life Sciences,1,1223,1,Male,86,3,2,Healthcare Representative,3,Divorced,9076,10215,4,Y,No,19,3,1,80,0,20,6,2,11,4,2,4
38,No,Travel_Rarely,1257,Human Resources,29,1,Medical,1,1224,3,Male,30,3,1,Manager,1,Single,5754,21656,2,Y,Yes,20,3,2,80,1,20,5,3,5,1,5,3
44,No,Travel_Rarely,1315,Research & Development,17,3,Medical,1,1225,3,Female,57,3,2,Manufacturing Director,2,Single,9215,18390,3,Y,No,16,3,3,80,1,28,6,3,1,1,1,1
48,No,Travel_Rarely,1479,Research & Development,17,3,Life Sciences,1,1226,4,Male,91,3,1,Sales Representative,4,Single,6570,5701,2,Y,No,21,3,1,80,3,29,1,3,5,5,1,5
23,No,Travel_Rarely,377,Research & Development,12,3,Life Sciences,1,1227,1,Female,76,3,1,Laboratory Technician,2,Married,3432,15908,5,Y,No,11,3,1,80,1,4,0,3,4,4,0,3
44,No,Travel_Rarely,1141,Sales,28,4,Life Sciences,1,1228,3,Male,88,4,2,Sales Representative,3,Single,8822,11463,4,Y,Yes,20,3,3,80,3,27,2,2,4,4,1,4
57,Yes,Travel_Rarely,623,Sales,20,2,Medical,1,1229,4,Male,60,3,4,Sales Executive,3,Divorced,14825,14453,0,Y,No,16,3,3,80,0,40,5,3,5,5,5,4
51,No,Non-Travel,279,Research & Development,18,2,Medical,1,1230,1,Female,99,2,2,Sales Representative,1,Divorced,9606,14715,5,Y,No,24,3,2,80,2,32,1,2,4,4,3,3
29,No,Travel_Rarely,222,Research & Development,3,4,Medical,1,1231,1,Male,78,2,2,Sales Executive,3,Married,7277,7630,5,Y,Yes,15,3,2,80,2,12,4,3,9,8,0,9
24,No,Travel_Rarely,1369,Research & Development,11,5,Life Sciences,1,1232,3,Female,34,4,2,Sales Executive,1,Married,6370,17902,2,Y,No,24,3,4,80,1,3,4,3,3,1,0,3
27,Yes,Travel_Rarely,1496,Research & Development,25,2,Medical,1,1233,4,Male,60,2,1,Research Scientist,2,Divorced,5245,4556,8,Y,No,22,4,4,80,0,11,3,2,3,3,2,3
34,No,Travel_Rarely,1174,Sales,18,3,Technical Degree,1,1234,4,Female,66,3,1,Research Scientist,4,Divorced,4229,21338,7,Y,No,15,3,4,80,2,18,5,3,7,2,2,2
43,No,Travel_Rarely,1194,Research & Development,4,2,Life Sciences,1,1235,3,Male,44,2,1,Manufacturing Director,4,Married,7167,9387,1,Y,No,15,4,3,80,1,22,2,3,4,3,0,0
38,No,Non-Travel,579,Sales,17,1,Medical,1,1236,3,Male,81,1,2,Sales Executive,1,Married,7914,25172,8,Y,No,14,3,3,80,1,18,5,3,7,5,0,3
45,No,Travel_Frequently,1142,Research & Development,18,3,Marketing,1,1237,3,Female,98,2,2,Manufacturing Director,4,Married,8856,11858,3,Y,No,17,3,4,80,1,29,6,4,3,1,3,1
19,No,Travel_Rarely,183,Research & Development,5,2,Marketing,1,1238,1,Female,40,3,2,Research Scientist,1,Married,7026,15630,6,Y,No,23,3,4,80,0,4,3,3,4,1,4,2
18,No,Travel_Rarely,1278,Research & Development,14,4,Medical,1,1239,3,Male,72,2,1,Manufacturing Director,1,Married,4472,6661,7,Y,No,19,3,2,80,0,0,6,2,0,0,0,0
53,No,Travel_Rarely,664,Human Resources,10,3,Technical Degree,1,1240,3,Male,99,3,3,Manufacturing Director,2,Married,10672,5801,3,Y,Yes,23,4,4,80,0,32,5,2,7,3,0,3
43,No,Travel_Frequently,718,Sales,15,2,Life Sciences,1,1241,2,Male,52,3,1,Human Resources,2,Single,6659,24017,2,Y,No,14,3,4,80,3,25,6,3,8,6,1,5
46,Yes,Travel_Rarely,456,Research & Development,1,1,Technical Degree,1,1242,3,Male,69,3,1,Human Resources,3,Married,6482,9413,8,Y,No,12,3,1,80,1,26,1,3,6,6,2,0
38,No,Travel_Rarely,915,Research & Development,16,4,Life Sciences,1,1243,3,Female,92,3,1,Sales Executive,1,Married,5091,19547,1,Y,No,12,3,4,80,2,19,3,2,6,6,4,4
28,Yes,Travel_Rarely,746,Research & Development,11,2,Life Sciences,1,1244,1,Female,31,3,2,Healthcare Representative,2,Divorced,6700,14071,1,Y,Yes,12,4,1,80,1,12,1,1,7,4,2,2
57,No,Travel_Rarely,542,Research & Development,23,3,Life Sciences,1,1245,4,Male,76,3,1,Sales Representative,1,Divorced,6852,19665,2,Y,No,17,4,4,80,3,40,3,3,8,3,2,2
28,Yes,Travel_Rarely,1192,Research & Development,20,3,Marketing,1,1246,1,Male,59,3,2,Manufacturing Director,1,Married,6261,12856,7,Y,No,14,3,1,80,0,8,0,3,2,2,1,2
53,No,Non-Travel,622,Research & Development,6,3,Medical,1,1247,2,Female,45,3,3,Healthcare Representative,1,Married,13177,13087,8,Y,Yes,14,3,4,80,0,37,1,2,11,2,1,4
56,No,Travel_Rarely,242,Sales,24,3,Life Sciences,1,1248,3,Male,88,4,1,Research Scientist,2,Single,8228,10187,1,Y,No,11,3,2,80,2,35,1,3,3,3,3,0
57,No,Travel_Rarely,291,Research & Development,29,1,Life Sciences,1,1249,3,Female,76,3,2,Laboratory Technician,1,Married,9981,18686,7,Y,No,14,3,3,80,1,39,0,4,10,3,2,1
52,No,Travel_Rarely,477,Sales,22,2,Technical Degree,1,1250,3,Male,59,3,1,Sales Representative,1,Single,6541,15805,1,Y,No,16,3,1,80,1,31,0,4,4,4,2,4
51,No,Travel_Frequently,680,Research & Development,16,2,Marketing,1,1251,3,Female,38,3,2,Sales Representative,3,Single,8982,10947,9,Y,No,12,3,3,80,0,33,2,4,10,1,6,2
41,Yes,Non-Travel,634,Research & Development,2,3,Medical,1,1252,3,Male,94,3,1,Manufacturing Director,1,Married,6446,22643,4,Y,No,14,3,2,80,0,25,6,3,11,3,1,2
39,No,Travel_Rarely,1416,Research & Development,1,3,Medical,1,1253,3,Female,88,2,5,Sales Executive,3,Single,17086,24147,0,Y,No,21,4,4,80,1,19,0,2,4,3,2,2
22,No,Travel_Frequently,1132,Research & Development,24,2,Medical,1,1254,2,Male,93,3,2,Sales Executive,1,Single,6363,11418,0,Y,No,17,3,4,80,1,3,3,2,3,3,2,1
50,No,Travel_Rarely,1394,Human Resources,24,1,Life Sciences,1,1255,3,Male,37,3,3,Manufacturing Director,3,Divorced,10665,26564,1,Y,No,23,3,2,80,1,31,0,3,4,4,1,3
53,No,Travel_Rarely,192,Sales,9,3,Technical Degree,1,1256,3,Female,81,3,1,Manufacturing Director,2,Single,8038,9575,1,Y,Yes,19,3,3,80,0,32,0,3,10,1,2,2
37,No,Travel_Rarely,628,Research & Development,22,3,Life Sciences,1,1257,3,Male,47,4,3,Manager,2,Single,9090,11425,6,Y,No,12,4,3,80,1,21,1,4,6,6,1,4
36,Yes,Travel_Rarely,1277,Research & Development,12,5,Medical,1,1258,2,Male,87,3,3,Sales Representative,4,Single,9633,7978,1,Y,Yes,18,3,3,80,0,18,1,2,5,5,3,2
52,No,Travel_Rarely,504,Research & Development,17,3,Life Sciences,1,1259,3,Male,78,3,2,Human Resources,1,Single,9022,16436,9,Y,No,24,3,3,80,1,32,5,3,1,1,1,1
34,No,Travel_Rarely,939,Sales,25,3,Medical,1,1260,2,Male,61,4,4,Human Resources,4,Single,11531,11089,5,Y,No,16,3,1,80,1,19,0,3,10,6,2,6
51,No,Travel_Rarely,1272,Research & Development,28,3,Medical,1,1261,1,Female,77,3,1,Healthcare Representative,4,Married,7529,24474,5,Y,No,18,3,3,80,0,33,6,3,5,1,1,4
26,Yes,Non-Travel,988,Research & Development,29,4,Medical,1,1262,3,Female,74,3,2,Laboratory Technician,3,Married,7825,10154,1,Y,No,12,3,1,80,0,8,2,3,7,3,3,5
43,No,Travel_Rarely,1390,Research & Development,15,4,Life Sciences,1,1263,4,Male,83,3,2,Laboratory Technician,2,Divorced,8040,10183,8,Y,No,24,3,2,80,0,25,1,2,6,3,1,4
19,No,Travel_Rarely,521,Research & Development,19,3,Medical,1,1264,2,Female,75,4,2,Manager,1,Single,7603,24064,5,Y,No,21,3,4,80,3,3,3,4,3,2,2,3
26,No,Travel_Rarely,571,Research & Development,27,2,Life Sciences,1,1265,1,Male,60,2,3,Sales Executive,1,Married,10799,24895,7,Y,No,11,3,1,80,1,6,5,3,2,2,1,2
26,No,Travel_Frequently,992,Human Resources,22,2,Life Sciences,1,1266,2,Female,66,3,1,Sales Representative,3,Married,4549,5362,9,Y,No,17,3,3,80,1,10,3,3,10,3,2,5
57,No,Travel_Rarely,646,Research & Development,10,3,Life Sciences,1,1267,2,Male,45,3,1,Laboratory Technician,4,Married,6759,13101,1,Y,No,23,3,4,80,1,40,0,2,6,5,3,4
34,Yes,Travel_Rarely,730,Sales,29,4,Marketing,1,1268,1,Male,75,3,1,Healthcare Representative,3,Married,7087,11646,0,Y,No,19,3,1,80,3,16,0,3,5,4,3,3
18,No,Non-Travel,1137,Sales,26,3,Medical,1,1269,3,Male,75,3,4,Sales Representative,4,Divorced,12076,20396,7,Y,No,19,3,4,80,1,3,2,2,3,2,3,3
42,No,Travel_Rarely,877,Research & Development,27,1,Medical,1,1270,3,Male,90,2,4,Sales Representative,1,Single,13625,19484,7,Y,No,12,3,2,80,0,27,6,2,7,4,1,4
57,No,Travel_Rarely,463,Sales,12,4,Medical,1,1271,2,Male,75,3,2,Human Resources,3,Married,10710,17755,4,Y,No,14,3,3,80,0,40,0,2,6,4,2,6
59,No,Travel_Frequently,218,Human Resources,14,4,Medical,1,1272,1,Male,80,3,2,Sales Executive,4,Divorced,10021,7104,2,Y,No,23,3,2,80,2,40,6,1,10,5,2,6
42,No,Travel_Rarely,1361,Research & Development,9,2,Medical,1,1273,3,Female,91,3,2,Laboratory Technician,3,Single,8015,23999,5,Y,No,11,3,4,80,0,21,6,3,6,3,4,4
56,Yes,Travel_Rarely,645,Sales,27,3,Life Sciences,1,1274,2,Male,64,2,2,Human Resources,2,Single,9604,11512,1,Y,Yes,21,3,2,80,0,39,5,3,7,3,1,2
52,Yes,Travel_Rarely,1292,Research & Development,13,3,Life Sciences,1,1275,4,Female,71,2,1,Research Director,3,Single,7550,18069,1,Y,No,17,3,3,80,3,34,4,4,12,6,3,6
20,No,Travel_Rarely,621,Research & Development,3,4,Medical,1,1276,1,Male,74,2,2,Research Scientist,1,Married,5066,18306,3,Y,No,12,3,1,80,3,5,4,1,5,5,1,2
54,No,Travel_Rarely,733,Human Resources,21,4,Medical,1,1277,4,Female,97,3,2,Research Director,3,Single,9149,18255,1,Y,No,14,3,2,80,3,35,0,1,4,4,4,4
47,No,Travel_Rarely,1062,Research & Development,29,3,Technical Degree,1,1278,4,Female,76,3,2,Research Director,1,Single,9926,6502,3,Y,No,22,3,3,80,0,31,5,4,8,6,1,4
55,No,Travel_Rarely,1057,Research & Development,14,4,Technical Degree,1,1279,2,Female,59,1,1,Research Scientist,1,Married,6550,17252,9,Y,Yes,12,4,4,80,0,40,4,2,6,5,3,4
51,No,Travel_Rarely,982,Research & Development,21,4,Life Sciences,1,1280,1,Female,53,2,3,Research Director,3,Married,12876,26007,7,Y,No,11,4,2,80,0,32,6,1,10,1,5,2
29,Yes,Travel_Frequently,879,Research & Development,10,3,Life Sciences,1,1281,3,Female,95,3,3,Laboratory Technician,3,Single,11011,22971,9,Y,Yes,17,3,1,80,2,8,3,2,7,7,1,5
36,No,Travel_Rarely,970,Research & Development,16,3,Medical,1,1282,3,Male,72,3,2,Sales Representative,3,Single,7887,8037,7,Y,No,16,3,2,80,1,15,5,3,3,3,3,3
54,Yes,Travel_Rarely,615,Sales,7,4,Life Sciences,1,1283,2,Female,63,3,3,Human Resources,2,Married,11425,19539,2,Y,No,12,4,4,80,2,37,5,3,7,0,1,4
34,No,Travel_Frequently,1037,Sales,4,2,Life Sciences,1,1284,3,Male,52,3,2,Manufacturing Director,2,Divorced,7550,11292,7,Y,No,24,3,4,80,3,17,0,3,8,5,0,3
27,No,Travel_Rarely,965,Research & Development,27,3,Technical Degree,1,1285,3,Male,90,4,2,Manager,4,Married,9351,16466,8,Y,No,14,3,4,80,2,12,3,3,5,1,2,4
29,No,Travel_Rarely,205,Sales,20,4,Life Sciences,1,1286,4,Male,66,3,2,Human Resources,3,Divorced,8879,2996,9,Y,Yes,22,3,2,80,0,12,6,3,6,6,2,3
33,No,Non-Travel,1208,Sales,23,4,Technical Degree,1,1287,4,Female,42,3,3,Healthcare Representative,4,Married,10300,11627,5,Y,No,21,3,2,80,0,13,3,4,4,4,4,3
41,No,Travel_Rarely,313,Research & Development,25,3,Medical,1,1288,1,Male,36,3,2,Sales Executive,4,Single,7853,23593,1,Y,No,13,3,2,80,0,21,4,2,7,2,1,7
36,No,Travel_Rarely,1244,Sales,11,2,Marketing,1,1289,4,Male,71,2,2,Laboratory Technician,1,Married,8033,20929,0,Y,No,22,3,1,80,0,17,2,3,6,1,6,3
25,No,Travel_Frequently,1255,Research & Development,16,3,Life Sciences,1,1290,3,Male,67,1,2,Human Resources,4,Divorced,7255,22084,1,Y,No,13,3,3,80,0,9,3,2,9,6,1,1
48,Yes,Travel_Rarely,949,Research & Development,20,2,Life Sciences,1,1291,1,Female,81,1,2,Laboratory Technician,3,Married,7905,25149,9,Y,No,13,3,2,80,2,27,4,3,7,5,1,2
38,No,Travel_Rarely,296,Human Resources,4,2,Medical,1,1292,1,Male,73,3,3,Research Scientist,2,Divorced,10664,6984,3,Y,Yes,21,3,1,80,0,20,6,2,10,5,3,1
34,Yes,Travel_Rarely,118,Research & Development,22,4,Life Sciences,1,1293,2,Male,93,2,2,Manufacturing Director,4,Divorced,8837,18737,7,Y,Yes,14,3,4,80,1,13,2,3,10,5,3,2
40,Yes,Travel_Rarely,741,Sales,22,2,Life Sciences,1,1294,4,Male,42,2,3,Healthcare Representative,4,Single,9320,4318,3,Y,No,11,3,2,80,2,20,6,3,7,2,3,3
54,No,Travel_Rarely,1135,Research & Development,23,3,Life Sciences,1,1295,1,Female,57,3,2,Sales Representative,2,Single,10041,15703,5,Y,No,11,4,2,80,0,35,5,3,7,1,3,7
33,No,Non-Travel,1204,Research & Development,17,3,Life Sciences,1,1296,3,Female,30,4,5,Sales Representative,4,Single,16299,14719,0,Y,No,17,3,2,80,0,15,4,3,12,4,1,4
23,No,Travel_Rarely,429,Human Resources,13,5,Life Sciences,1,1297,1,Female,72,2,3,Human Resources,3,Married,8951,4519,1,Y,No,15,3,1,80,0,6,4,3,6,1,3,6
25,No,Travel_Frequently,965,Research & Development,11,3,Marketing,1,1298,1,Female,71,3,1,Research Director,4,Single,5915,7427,2,Y,Yes,13,3,2,80,0,8,0,3,8,8,1,2
42,No,Travel_Rarely,873,Research & Development,3,1,Life Sciences,1,1299,2,Male,79,2,3,Research Scientist,1,Divorced,10367,6603,5,Y,No,19,3,2,80,1,22,5,2,9,4,4,1
35,No,Travel_Frequently,491,Research & Development,9,1,Life Sciences,1,1300,3,Female,89,4,2,Research Director,4,Single,8212,26630,1,Y,Yes,15,3,3,80,1,16,6,3,7,2,0,6
42,No,Travel_Frequently,736,Sales,6,3,Medical,1,1301,3,Male,30,3,5,Research Director,1,Single,15674,20468,6,Y,Yes,20,3,1,80,1,27,5,2,5,5,1,4
29,No,Travel_Rarely,406,Research & Development,22,3,Other,1,1302,4,Male,80,4,2,Healthcare Representative,2,Single,7134,2899,2,Y,No,13,4,3,80,0,13,1,3,4,3,1,4
32,No,Travel_Rarely,1390,Research & Development,21,3,Life Sciences,1,1303,3,Male,45,3,1,Laboratory Technician,2,Divorced,4626,18846,7,Y,No,19,3,3,80,1,11,2,3,1,1,0,1
43,No,Travel_Rarely,994,Sales,11,3,Life Sciences,1,1304,1,Male,68,3,2,Human Resources,4,Married,9058,19885,0,Y,Yes,11,3,3,80,1,23,4,3,6,6,2,6
58,No,Travel_Rarely,751,Research & Development,16,1,Medical,1,1305,3,Female,44,2,2,Sales Representative,4,Divorced,10379,14068,5,Y,No,24,3,3,80,0,40,3,3,7,6,1,6
43,No,Travel_Frequently,940,Sales,19,3,Technical Degree,1,1306,3,Male,62,3,3,Sales Executive,2,Divorced,10948,19099,1,Y,No,19,3,4,80,0,27,3,3,5,5,4,4
49,No,Travel_Frequently,1125,Research & Development,27,3,Marketing,1,1307,1,Female,82,2,3,Research Director,1,Married,10392,7330,6,Y,Yes,24,3,2,80,2,28,1,3,7,7,0,5
